,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
381,500105045,YouBike2.0_秀明路一段129巷口,22,1,文山區,2023-05-27 13:42:04,24.99111,121.56703,秀明路一段129巷與秀明路一段路口,Wenshan Dist,YouBike2.0_Ln. 129， Sec. 1， Xiuming Rd. Intersection,Ln. 129， Sec. 1， Xiuming Rd. & Sec. 1， Xiuming Rd. Intersection,21,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:42:04,2023-05-27
382,500105046,YouBike2.0_恆光橋(老泉街),13,1,文山區,2023-05-27 14:03:15,24.97989,121.56753,老泉街/恆光街口,Wenshan Dist,YouBike2.0_Hengguang Bridge (Laoquan St.),Laoquan St. & Hengguang St. Intersection,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:15,2023-05-27
383,500105047,YouBike2.0_萬有3號公園,14,0,文山區,2023-05-27 13:52:04,24.99889,121.5433,景隆街105號(對面),Wenshan Dist,YouBike2.0_Wan You NO.3 Park,No. 105， Jinglong St. (Opposite),14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:52:04,2023-05-27
385,500105049,YouBike2.0_興得閱覽室,24,1,文山區,2023-05-27 13:51:15,24.99579,121.55498,興隆路三段304巷145號,Wenshan Dist,YouBike2.0_Xingde Reading Room,No. 145， Ln. 304， Sec. 3， Xinglong Rd.,20,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:51:15,2023-05-27
387,500105051,YouBike2.0_博嘉運動公園,12,1,文山區,2023-05-27 12:50:08,25.00079,121.57534,木柵路四段159巷16號,Wenshan Dist,YouBike2.0_Bo Jia Sports Park,No. 16， Ln. 159， Sec. 4， Muzha Rd.,11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 12:50:08,2023-05-27
390,500105054,YouBike2.0_政大一街口,14,0,文山區,2023-05-27 12:44:04,24.98543,121.58006,政大一街19號對側,Wenshan Dist,YouBike2.0_Zhengda 1st St.,No. 19， Zhengda 1st St. (Opposite),13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 12:44:04,2023-05-27
393,500105057,YouBike2.0_海巡署(南側),10,2,文山區,2023-05-27 13:52:15,24.99472,121.55949,興隆路三段211號對側(公車亭後),Wenshan Dist,YouBike2.0_Coast Guard Administration (South),No. 211， Sec. 3， Xinglong Rd. (Opposite),8,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:52:15,2023-05-27
394,500105058,YouBike2.0_明道國小東南側,18,2,文山區,2023-05-27 13:06:16,24.98695,121.56456,興隆路四段109巷116號對側,Wenshan Dist,YouBike2.0_Ming Dao Elementary School (Southeast),No. 116， Ln. 109， Sec. 4， Muzha Rd.,16,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:06:16,2023-05-27
397,500105061,YouBike2.0_師範大學公館校區_1,25,1,文山區,2023-05-27 13:58:15,25.00753,121.53719,師大公館校區校門口(汀州路側),Wenshan Dist,YouBike2.0_National Taiwan Normal University Gongguan Campus_1,National Taiwan Normal University Gongguan Campus (Tingzhou Rd.),24,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:58:15,2023-05-27
398,500105062,YouBike2.0_捷運動物園站(2號出口),39,2,文山區,2023-05-27 14:06:16,24.99766,121.57875,新光路二段28號前,Wenshan Dist,YouBike2.0_MRT Taipei Zoo Sta. (Exit 2),No. 28， Sec. 2， Xinguang Rd.,36,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:06:16,2023-05-27
399,500105063,YouBike2.0_政大水岸電梯,10,2,文山區,2023-05-27 13:35:14,24.982,121.5717,政治大學水岸電梯旁,Wenshan Dist,YouBike2.0_Waterfront Elevator,NCCU College of Waterfront Elevator,8,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:35:14,2023-05-27
400,500105064,YouBike2.0_敦南山林,14,1,文山區,2023-05-27 13:56:15,25.00264,121.5768,木柵路四段159巷16弄(社區出入口對側),Wenshan Dist,YouBike2.0_Dunnan Forest,Aly. 16， Ln. 159， Sec. 4， Muzha Rd.,13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:56:15,2023-05-27
401,500105065,YouBike2.0_辛亥路五段73巷口,13,1,文山區,2023-05-27 14:03:04,24.99811,121.55307,辛亥路五段75-1號前人行道,Wenshan Dist,YouBike2.0_Ln. 73， Sec. 5， Xinhai Rd.,No. 75-1， Sec. 5， Xinhai Rd.,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:04,2023-05-27
402,500105066,YouBike2.0_景美污水抽水站,15,2,文山區,2023-05-27 14:10:20,25.01076,121.53637,汀州路四段10號北側人行道,Wenshan Dist,YouBike2.0_Jingmei Pumping Station,No. 10， Sec. 4， Tingzhou Rd. (North),13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
403,500105067,YouBike2.0_萬和三號公園(北側),13,2,文山區,2023-05-27 14:05:16,25.00345,121.53636,溪洲街107巷(公園北側),Wenshan Dist,YouBike2.0_Wan He NO.3 Park,Ln. 107， Xizhou St.,9,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:05:16,2023-05-27
404,500105068,YouBike2.0_景興國中,10,2,文山區,2023-05-27 14:11:14,24.99609,121.54284,三福街4巷與景興路46巷口,Wenshan Dist,YouBike2.0_Jing Xing Junior High School,Ln. 4， Sanfu St. & Ln. 46， Jingxing Rd. Intersection,8,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:14,2023-05-27
405,500105069,YouBike2.0_景仁公園_1,15,3,文山區,2023-05-27 14:03:15,24.9966,121.5403,景仁街 / 羅斯福路六段142巷口(北側),Wenshan Dist,YouBike2.0_Jingren Park_1,Jingren St. & Ln. 142， Sec. 6， Roosevelt Rd. Intersection (North),11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:15,2023-05-27
406,500105070,YouBike2.0_師大公館校區學二舍,40,3,文山區,2023-05-27 13:50:20,25.00825,121.53419,臺灣師範大學學二舍西側人行道,Wenshan Dist,YouBike2.0_NTNU Gongguan Campus (Student Dorm 2),NTNU Gongguan Campus (Student Dorm 2),35,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:50:20,2023-05-27
408,500105072,YouBike2.0_萬興國小,16,2,文山區,2023-05-27 13:52:15,24.98939,121.57682,秀明路二段114號公車亭旁,Wenshan Dist,YouBike2.0_WangXin Elementary School,No. 114， Sec. 2， Xiuming Rd.,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:52:15,2023-05-27
409,500105073,YouBike2.0_辛亥路四段77巷口,14,2,文山區,2023-05-27 13:42:14,25.00743,121.55877,辛亥路四段77巷口,Wenshan Dist,YouBike2.0_Ln. 77， Sec. 4， Xinhai Rd.,Ln. 77， Sec. 4， Xinhai Rd.,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:42:14,2023-05-27
410,500105074,YouBike2.0_景興路42巷口,12,2,文山區,2023-05-27 14:01:16,24.99696,121.54454,景興路42巷與景興路口西南側,Wenshan Dist,YouBike2.0_Ln. 42， Jingxing Rd.,Ln. 42， Jingxing Rd. & Jingxing Rd. Intersection (Southwest),10,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:16,2023-05-27
412,500105076,YouBike2.0_木柵路二段109巷,15,1,文山區,2023-05-27 12:30:33,24.98944,121.56195,木柵路二段109巷14號旁,Wenshan Dist,YouBike2.0_Ln. 109， Sec. 2， Muzha Rd.,No. 14， Ln. 109， Sec. 2， Muzha Rd.,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 12:30:33,2023-05-27
414,500105080,YouBike2.0_萬美萬安街口,16,0,文山區,2023-05-27 13:11:04,25.00223,121.57039,萬美街一段/萬安街口,Wenshan Dist,YouBike2.0_Wanmei St. & Wan'an St. Intersection,Sec. 1， Wanmei St. & Wan'an St. Intersection,16,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:11:04,2023-05-27
416,500105082,YouBike2.0_新光秀明路口,15,0,文山區,2023-05-27 13:32:04,24.99197,121.57371,新光路一段145號前,Wenshan Dist,YouBike2.0_Xinguang Rd. & Xiuming Rd. Intersection,No. 145， Sec. 1， Xinguang Rd.,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:32:04,2023-05-27
419,500106003,YouBike2.0_捷運公館站(1號出口),12,1,中正區,2023-05-27 14:08:15,25.014529,121.534374,羅斯福路四段68號,Zhongzheng Dist,YouBike2.0_MRT Gongguan Sta. (Exit 1),No.68， Sec. 4， Roosevelt Rd.,11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:08:15,2023-05-27
423,500106007,YouBike2.0_捷運臺電大樓站(1號出口),34,2,中正區,2023-05-27 14:05:16,25.0197,121.529,辛亥路一段/羅斯福路三段南側,Zhongzheng Dist,YouBike2.0_MRT Taipower Building Sta. (Exit 1),Sec. 1， Xinhai Rd & Sec. 3， Roosevelt Rd (South),29,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:05:16,2023-05-27
424,500106008,YouBike2.0_客家文化主題公園,15,2,中正區,2023-05-27 13:44:17,25.02069,121.52456,師大路/金門街11巷口對側人行道,Zhongzheng Dist,YouBike2.0_Hakka Cultural Park,Shida Rd & Ln. 11， Jinmen St (Opposite),13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:44:17,2023-05-27
425,500106009,YouBike2.0_河堤國小,27,1,中正區,2023-05-27 14:11:04,25.02277,121.52289,汀洲路二段182巷內186號旁,Zhongzheng Dist,YouBike2.0_Taipei Municipal Heti Elementary School,No. 186， Ln. 182， Sec. 2， Tingzhou Rd,25,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:04,2023-05-27
430,500106014,YouBike2.0_牯嶺公園,46,1,中正區,2023-05-27 14:07:14,25.02338,121.51889,廈門街113巷/牯嶺街口(西側),Zhongzheng Dist,YouBike2.0_Guling Park,Ln. 113， Xiamen St & Guling St. Intersection (West),45,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:14,2023-05-27
432,500106016,YouBike2.0_捷運古亭站(7號出口),12,2,中正區,2023-05-27 14:03:15,25.02805,121.52155,羅斯福路二段44號前方,Zhongzheng Dist,YouBike2.0_MRT Guting Sta. (Exit 7),No. 44， Sec. 2， Roosevelt Rd.,9,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:15,2023-05-27
434,500106018,YouBike2.0_和平重慶路口,46,2,中正區,2023-05-27 14:07:14,25.02723,121.51659,和平西路一段/福州街口東側,Zhongzheng Dist,YouBike2.0_Heping & Chongqing Rd. Intersection,Sec. 1， Heping W. Rd. & Fuzhou St. Intersection (East),41,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:14,2023-05-27
436,500106020,YouBike2.0_羅斯福路二段6巷口,14,3,中正區,2023-05-27 13:53:15,25.02923,121.52058,羅斯福路二段/羅斯福路二段6巷口,Zhongzheng Dist,YouBike2.0_Ln.6， Sec.2， Roosevelt Rd.,Ln. 6， Sec. 2， Roosevelt Rd. Intersection,11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:53:15,2023-05-27
437,500106021,YouBike2.0_金華杭州南路口,21,0,中正區,2023-05-27 14:11:04,25.031,121.52211,金華街口/杭州南路二段西北側,Zhongzheng Dist,YouBike2.0_Jinhua & Hangzhou S. Rd. Intersection,Jinhua St. & Sec. 2， Hangzhou S. Rd. Intersection (Northwest)),21,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:04,2023-05-27
441,500106025,YouBike2.0_螢橋國小,32,0,中正區,2023-05-27 13:57:04,25.02626,121.51402,泉州街32號對面人行道,Zhongzheng Dist,YouBike2.0_Ying-Qiao Elementary School,No. 32， Quanzhou St. (Opposite),32,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:57:04,2023-05-27
444,500106028,YouBike2.0_中華路二段409巷口,15,1,中正區,2023-05-27 14:08:15,25.02598,121.50806,中華路二段403號前,Zhongzheng Dist,YouBike2.0_Ln. 409， Sec. 2， Zhonghua Rd,No. 403， Sec. 2， Zhonghua Rd.,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:08:15,2023-05-27
446,500106030,YouBike2.0_南海和平路口西南側,19,3,中正區,2023-05-27 14:04:19,25.03024,121.50904,南海路與和平西路二段西南側,Zhongzheng Dist,YouBike2.0_Nanhai Rd & Sec. 2， Heping W. Rd (Southwest),Nanhai Rd & Sec. 2， Heping W. Rd (Southwest),16,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:04:19,2023-05-27
449,500106038,YouBike2.0_南門國中,29,0,中正區,2023-05-27 13:55:11,25.03543,121.50834,廣州街8巷/廣州街口東南側,Zhongzheng Dist,YouBike2.0_Nan Men Junior High School,Ln. 8， Guangzhou St/Guangzhou St Intersection. (Southeast),27,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:55:11,2023-05-27
455,500106044,YouBike2.0_濟南紹興路口,39,2,中正區,2023-05-27 14:09:14,25.04193,121.52459,濟南紹興路口東南側,Zhongzheng Dist,YouBike2.0_Jinan Rd & Shaoxing S. St Intersection,Jinan Rd & Shaoxing S. St Intersection. (Southeast),37,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:14,2023-05-27
468,500106058,YouBike2.0_聯合醫院和平院區,32,0,中正區,2023-05-27 14:03:04,25.03516,121.50641,中華路二段33號旁,Zhongzheng Dist,YouBike2.0_Taipei City Hospital Heping Branch,No. 33， Sec. 2， Zhonghua Rd.,32,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:04,2023-05-27
471,500106061,YouBike2.0_中華路一段21巷口,22,1,中正區,2023-05-27 14:10:20,25.04677,121.50989,中華路一段11號(斜前方),Zhongzheng Dist,YouBike2.0_Ln. 21， Sec. 1， Zhonghua Rd Intersection,No. 11， Sec. 1， Zhonghua Rd. (Front right),21,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
478,500106068,YouBike2.0_莒光大埔街口,32,2,中正區,2023-05-27 13:53:15,25.03132,121.50519,莒光路/大埔街口(東北側),Zhongzheng Dist,YouBike2.0_Jyuguang Rd. & Dapu St. Intersection,Jyuguang Rd. & Dapu St. Intersection (Northeast),29,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:53:15,2023-05-27
482,500106072,YouBike2.0_捷運中正紀念堂站(5號出口),29,0,中正區,2023-05-27 14:10:20,25.03526,121.5168,捷運中正紀念堂站(5號出口)西側,Zhongzheng Dist,YouBike2.0_MRT C.K.S Memorial Hall Sta.(Exit.5),MRT C.K.S Memorial Hall Sta. (Exit.5) (West),28,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
483,500106073,YouBike2.0_北平東杭州北路口,20,2,中正區,2023-05-27 14:10:09,25.04553,121.52736,北平東路/杭州北路口(東北側),Zhongzheng Dist,YouBike2.0_Beiping E. Rd. & Hangzhou N. Rd. Intersection,Beiping E. Rd. & Hangzhou N. Rd. Intersection (Northeast),18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:09,2023-05-27
484,500106074,YouBike2.0_王貫英先生紀念圖書館,15,3,中正區,2023-05-27 14:01:16,25.02266,121.52362,汀州路二段265號,Zhongzheng Dist,YouBike2.0_Taipei Public Library Wang Guan-Ying Branch,No. 265， Sec. 2， Tingzhou Rd.,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:16,2023-05-27
485,500106075,YouBike2.0_金山信義路口,25,0,中正區,2023-05-27 13:55:11,25.03443,121.52721,金山南路一段148號前側,Zhongzheng Dist,YouBike2.0_Jinshan Rd. & Xinyi Rd. Intersection,No. 148， Sec. 1， Jinshan S. Rd.,24,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:55:11,2023-05-27
490,500106083,YouBike2.0_臺北市國父史蹟館(逸仙公園),31,2,中正區,2023-05-27 14:01:16,25.04779,121.52042,中山北路一段46號北側,Zhongzheng Dist,YouBike2.0_Dr. Sun Yat-Sen Memorial House (Sun Yat-sen Park),No. 46， Sec. 1， Zhongshan N. Rd. (North),29,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:16,2023-05-27
492,500106085,YouBike2.0_弘道國中,18,0,中正區,2023-05-27 13:39:04,25.03828,121.51524,公園路21號西北側,Zhongzheng Dist,YouBike2.0_Hondao Junior High School,No. 21， Gongyuan Rd. (Northwest),17,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:39:04,2023-05-27
494,500106087,YouBike2.0_台北市替代役中心,15,1,中正區,2023-05-27 13:50:20,25.01808,121.5275,汀州路三段8號前,Zhongzheng Dist,YouBike2.0_Substitute Military Service Center,No. 8， Sec. 3， Tingzhou Rd.,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:50:20,2023-05-27
500,500106093,YouBike2.0_仁愛金山路口,9,1,中正區,2023-05-27 14:06:04,25.0384,121.52801,仁愛路二段31號前,Zhongzheng Dist,YouBike2.0_Ren'ai Rd. & Jinshan Rd. Intersection,No. 31， Sec. 2， Ren'ai Rd.,8,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:06:04,2023-05-27
501,500106094,YouBike2.0_杭州南路一段101巷口,14,0,中正區,2023-05-27 14:03:04,25.03746,121.52799,金山南路一段72號前,Zhongzheng Dist,YouBike2.0_Ln. 101， Sec. 1， Hangzhou S. Rd.,No. 72， Sec. 1， Jinshan S. Rd.,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:04,2023-05-27
502,500106095,YouBike2.0_仁愛杭州路口,15,3,中正區,2023-05-27 14:09:14,25.03846,121.52497,仁愛路一段59號旁,Zhongzheng Dist,YouBike2.0_Ren'ai Rd. & Hangzhou Rd. Intersection,No. 59， Sec. 1， Ren'ai Rd.,10,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:14,2023-05-27
506,500106099,YouBike2.0_林森北平路口,20,1,中正區,2023-05-27 13:25:15,25.04659,121.52377,林森北路與北平東路口西北側,Zhongzheng Dist,YouBike2.0_Linsen Rd & Beiping Rd. Intersection,Linsen N. Rd & Beiping E. Rd. Intersection (Northwest),18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:25:15,2023-05-27
508,500106101,YouBike2.0_天津北平路口,15,3,中正區,2023-05-27 13:59:15,25.04692,121.52208,天津街1號對側人行道,Zhongzheng Dist,YouBike2.0_Tianjin St. & Beiping Rd. Intersection,No. 1， Tianjin St. (Opposite),12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:59:15,2023-05-27
510,500106103,YouBike2.0_捷運忠孝新生站(5號出口),13,2,中正區,2023-05-27 14:01:16,25.04113,121.53273,新生南路一段56號前方,Zhongzheng Dist,YouBike2.0_MRT Zhongxiao Xinsheng Sta.(Exit.5),No. 56， Sec. 1， Xinsheng S. Rd.,11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:16,2023-05-27
513,500106106,YouBike2.0_林森濟南路口(東北側),15,2,中正區,2023-05-27 14:11:14,25.0425,121.5227,林森南路/濟南路一段口(東北側),Zhongzheng Dist,YouBike2.0_Linsen Rd. & Jinan Rd. Intersection (Northeast),Linsen S. Rd. & Sec. 1， Jinan Rd. Intersection (Northeast),12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:14,2023-05-27
514,500106107,YouBike2.0_仁愛紹興街口(南側),17,3,中正區,2023-05-27 14:05:16,25.03837,121.52345,仁愛路一段/紹興南街口(南側),Zhongzheng Dist,YouBike2.0_Ren'ai Rd. & Shaoxing St. Intersection (South),Sec. 1， Ren'ai Rd. & Shaoxing S. St. Intersection (South),14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:05:16,2023-05-27
517,500106110,YouBike2.0_捷運善導寺站(3號出口)(忠孝東路側),17,3,中正區,2023-05-27 14:11:14,25.04467,121.52357,忠孝東路一段/林森南路口,Zhongzheng Dist,YouBike2.0_MRT Shandao Temple Sta. (Exit 3) (Zhongxiao E. Rd.),Sec. 1， Zhongxiao E. Rd. & Linsen S. Rd. Intersection,13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:14,2023-05-27
520,500106113,YouBike2.0_濟南路二段8巷口,15,3,中正區,2023-05-27 13:53:15,25.04127,121.52697,濟南路二段6-1號對側,Zhongzheng Dist,YouBike2.0_Ln. 8， Sec. 2， Jinan Rd.,No. 6-1， Ln. 8， Sec. 2， Jinan Rd. (Opposite),12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:53:15,2023-05-27
521,500106114,YouBike2.0_仁愛金山路口(東南側),14,0,中正區,2023-05-27 13:54:04,25.03811,121.52855,仁愛路二段48-4號前,Zhongzheng Dist,YouBike2.0_Ren'ai Rd. & Jinshan Rd. Intersection (Southeast),No. 48-4， Sec. 2， Ren'ai Rd.,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:54:04,2023-05-27
522,500106115,YouBike2.0_臺灣文學基地,15,3,中正區,2023-05-27 13:52:15,25.04148,121.5287,齊東街53巷10號,Zhongzheng Dist,YouBike2.0_Taiwan Literature Base,No. 10， Ln. 53， Qidong St.,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:52:15,2023-05-27
523,500106116,YouBike2.0_重慶南詔安街口,15,0,中正區,2023-05-27 14:03:04,25.02507,121.51645,重慶南路三段/詔安街,Zhongzheng Dist,YouBike2.0_Chongqing S. Rd. & Zhao'an St. Intersection,Sec. 3， Chongqing S. Rd. & Zhao'an St. Intersection,15,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:04,2023-05-27
525,500106118,YouBike2.0_捷運中正紀念堂站(2號出口),12,0,中正區,2023-05-27 14:10:20,25.03212,121.51861,羅斯福路一段10號前,Zhongzheng Dist,YouBike2.0_MRT C.K.S Memorial Hall Sta.(Exit 2),No. 10， Sec. 1， Roosevelt Rd.,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
526,500106119,YouBike2.0_螢圃里小公園,19,0,中正區,2023-05-27 14:01:04,25.02484,121.51973,汀州路二段135號對側,Zhongzheng Dist,YouBike2.0_Yingpulixiao Park,No. 135， Sec. 2， Tingzhou Rd. (Opposite),18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:04,2023-05-27
527,500106120,YouBike2.0_螢橋公園,15,1,中正區,2023-05-27 14:07:04,25.02682,121.51737,和平西路一段110號旁,Zhongzheng Dist,YouBike2.0_Yingqiao Park,No. 110， Sec. 1， Heping W. Rd.,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:04,2023-05-27
530,500107003,YouBike2.0_樂群二堤頂大道口,20,0,中山區,2023-05-27 14:10:09,25.0803,121.56251,堤頂大道二段382號(旁),Zhongshan Dist,YouBike2.0_Lequn 2nd & Tiding Blvd. Intersection,No. 382， Tiding Blvd.,19,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:09,2023-05-27
531,500107004,YouBike2.0_劍潭社區,13,0,中山區,2023-05-27 09:55:11,25.08524,121.53748,通北街146巷2弄2號(對面公園),Zhongshan Dist,YouBike2.0_Jiantan Community,No. 2， Aly. 2， Ln. 146， Tongbei St. (Opposite),13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 09:55:11,2023-05-27
532,500107005,YouBike2.0_培英公園,30,3,中山區,2023-05-27 14:03:15,25.08258,121.54462,崇實路/大直街62巷(東南側),Zhongshan Dist,YouBike2.0_Peiying Park,Chongshi/Ln. 62， Dajhih St. Intersection,27,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:15,2023-05-27
533,500107006,YouBike2.0_樂群二明水路口,20,2,中山區,2023-05-27 14:05:16,25.08009,121.55226,樂群二路/明水路口(東北側),Zhongshan Dist,YouBike2.0_Lequn 2nd & Mingshui Rd. Intersection,Lequn 2nd/Mingshui Rd. Intersection,18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:05:16,2023-05-27
536,500107009,YouBike2.0_樂群二敬業三路口,20,0,中山區,2023-05-27 13:40:10,25.07985,121.55609,敬業三路155號(前),Zhongshan Dist,YouBike2.0_Lequn 2nd & Jingye 3rd Rd. Intersection,No. 155， Jingye 3rd Rd.,20,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:40:10,2023-05-27
537,500107010,YouBike2.0_樂群二敬業四路口,36,2,中山區,2023-05-27 14:11:04,25.07976,121.55813,樂群二路186號,Zhongshan Dist,YouBike2.0_Lequn 2nd & Jingye 4th Rd. Intersection,No. 186， Lecyun 2nd Rd.,34,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:04,2023-05-27
538,500107011,YouBike2.0_捷運大直站(3號出口),34,2,中山區,2023-05-27 13:55:23,25.07923,121.5473,北安路536號(旁),Zhongshan Dist,YouBike2.0_Dazhi Station (Exit 3),No. 536， Bei'an Rd.,32,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:55:23,2023-05-27
547,500107020,YouBike2.0_新生長春路口,20,1,中山區,2023-05-27 14:04:19,25.05639,121.52752,新生北路二段/新生北路二段68巷交叉口(新生橋下),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Changchun Rd. Intersection,Sec. 2， Xinsheng N. Rd. & Ln. 68 Intersection (Under Bridge),18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:04:19,2023-05-27
548,500107021,YouBike2.0_第二果菜批發市場,28,3,中山區,2023-05-27 14:10:20,25.06642,121.53735,民族東路410巷2弄18號(東側),Zhongshan Dist,YouBike2.0_The Second Wholesale Fruit and Vegetable Market,No. 18， Aly. 2， Ln. 410， Minzu E Rd. (East),23,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
549,500107022,YouBike2.0_民生建國路口,26,1,中山區,2023-05-27 14:06:04,25.05778,121.53692,民生東路三段 / 建國北路二段口,Zhongshan Dist,YouBike2.0_Minsheng Rd. & Jianguo Rd. Intersection,Sec. 3， Minsheng E Rd. & Sec. 2， Jianguo N Rd. Intersection,25,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:06:04,2023-05-27
552,500107025,YouBike2.0_龍江錦州街口,16,0,中山區,2023-05-27 14:11:04,25.06045,121.54077,龍江路287號前方,Zhongshan Dist,YouBike2.0_Long Jiang Rd. & Jinzhou St. Intersection,No. 287， Long Jiang Rd.,15,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:04,2023-05-27
556,500107029,YouBike2.0_朱崙商場,31,0,中山區,2023-05-27 14:03:04,25.04762,121.54043,龍江路15號前,Zhongshan Dist,YouBike2.0_Zhulun Market,No. 15， Long Jiang Rd.,30,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:04,2023-05-27
